Palavra-Chave,Respostas
5vjef,"*5ª VARA JEF*
E-mail: 05vara.ba@trf1.jus.br  

Telefone:  
09:00h às 18:00h - (71) 3616-4655

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-05VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/5-vara-jef"
05VF,"*5ª VARA JEF*
E-mail: 05vara.ba@trf1.jus.br  

Telefone:  
09:00h às 18:00h - (71) 3616-4655

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-05VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/5-vara-jef"
5VF,"*5ª VARA JEF*
E-mail: 05vara.ba@trf1.jus.br  

Telefone:  
09:00h às 18:00h - (71) 3616-4655

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-05VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/5-vara-jef"
05-VF,"*5ª VARA JEF*
E-mail: 05vara.ba@trf1.jus.br  

Telefone:  
09:00h às 18:00h - (71) 3616-4655

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-05VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/5-vara-jef"
05jef,"*5ª VARA JEF*
E-mail: 05vara.ba@trf1.jus.br  

Telefone:  
09:00h às 18:00h - (71) 3616-4655

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-05VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/5-vara-jef"
5ª vara,"*5ª VARA JEF*
E-mail: 05vara.ba@trf1.jus.br  

Telefone:  
09:00h às 18:00h - (71) 3616-4655

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-05VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/5-vara-jef"
09VF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
9VF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
09-VF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
09vJEF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
09VF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
9VF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
09-VF,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
09jef,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
9vjef,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
9ª vara,"*9ª VARA JEF*
E-mail: sepip.09vara.ba@trf1.jus.br 

Telefone:  
(71) 98526-0465

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-09VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/9-vara-jef"
15VF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15VF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15-VF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15vJEF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15VF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
5VF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15-VF,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15jef,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
15ª vara,"*15ª Vara JEF*
E-mail: sepip.15vara.ba@trf1.jus.br

Telefones:
*09h às 16h*
segundas-feiras, terças-feiras e quintas-feiras:
(71) 3616-4666

quartas-feiras e sextas-feiras:
(71) 99245-5445

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-15VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/15-vara-jef"
21VF,"*21ª Vara JEF*
E-mail: sepip.21vara.ba@trf1.jus.br

Telefones:
10:00h às 15:00h
(71) 99189-9520

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-21VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/21-vara-jef"
21VF,"*21ª Vara JEF*
E-mail: sepip.21vara.ba@trf1.jus.br

Telefones:
10:00h às 15:00h
(71) 99189-9520

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-21VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/21-vara-jef"
21-VF,"*21ª Vara JEF*
E-mail: sepip.21vara.ba@trf1.jus.br

Telefones:
10:00h às 15:00h
(71) 99189-9520

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-21VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/21-vara-jef"
21vJEF,"*21ª Vara JEF*
E-mail: sepip.21vara.ba@trf1.jus.br

Telefones:
10:00h às 15:00h
(71) 99189-9520

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-21VaraFederaldeJuizadoEspecialCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/21-vara-jef"
